identifier,name_consignee,address_1_consignee,address_2_consignee,address_3_consignee,address_4_consignee,city_consignee,zip_code_consignee,country_code_consignee,name_consignor,address_1_consignor,address_2_consignor,address_3_consignor,address_4_consignor,city_consignor,zip_code_consignor,country_code_consignor
202001027746,BECKMAN COULTER INC.,2295 PROGRESS DR,,,,HEBRON,41048,US,INPLAST LIMITED,"UNIT 2907,29/F PROSPERITY CENTRE",,25 CHONG YIP STREET KWUN TONG,,HONG KONG,,HK
202001027746,BECKMAN COULTER INC.,2295 PROGRESS DR,,,,HEBRON,41048,US,INPLAST LIMITED,"UNIT 2907,29/F PROSPERITY CENTRE",,25 CHONG YIP STREET KWUN TONG,,HONG KONG,,HK
202001027746,BECKMAN COULTER INC.,2295 PROGRESS DR,,,,HEBRON,41048,US,INPLAST LIMITED,"UNIT 2907,29/F PROSPERITY CENTRE",,25 CHONG YIP STREET KWUN TONG,,HONG KONG,,HK
202001027747,LEHIGH CEMENT COMPANY,301 US 31,SELLERSBURG IN 47172 USA,PHONE 812 246 7742,FAX 812 246 7810,,,,MONDI ITALIA SRL,24058 ROMANO DI LOMBARDIA (BG),ITALY,"VIA BALILLA, 32",,,,
202001027750,MATERNE NORTH AMERICA,AT CHERRY GROWERS,6331 US 31 SOUTH,49637 GRAWN MI US,,,,,POUCH PARTNERS SRL,VIA CAMPO DI MAGGIO 14,21022 BRUNELLO VA IT,,,,,
202001027762,PMP FERMENTATION PRODUCTS INC.,900 N.E. ADAMS STREET,"PEORIA, IL 61603",U.S.A.,,,,,ROQUETTE ITALIA SPA,VIA SERRAVALLE 26,I-15063 CASSANO SPINOLA,ITALIE,,,,
202001027766,BERLIN METALS,3200 SHEFFIELD AVENUE,"HAMMOND, IN 46327",+1/219/9330111,USA,,,,,,,,,,,
202001027771,STYLEACCESS - CARROLLTON,1613 HUTTON DRIVE,"CARROLLTON,TX 75006 USA",,,,,,FAME WISE INTERNATIONAL LIMITED,"FLAT RM 1905,NAM WO HONG,BUILDING","148,WING LOK STREET,SHEUNG WAN,",HONG KONG,,,,
202001027772,"STYLEACCESS, LLC","1613 HUTTON DRIVE CARROLLTON,","TX 75006,USA",,,,,,LEGEND PACIFIC INT'L LTD.,"UNIT B,19 F LOCKHART CENTRE,","301-307 LOCKHART ROAD,","WANCHAI,HONG KONG.",,,,
202001027773,STYLEACCESS LLC,1613 HUTTON DRIVE SUITE 110,"CARROLLTON,TX 75006 USA",,,,,,COLD BREEZE TRADE CORP.,"RM 4B, 9FL.,FLAT B,WAH TAK BUILDING","#1,WATERLOO RD.,KLM.,HONG KONG",,,,,
202001027777,WORLD COPPERSMITH LLC,7700 68TH AVE NORTH SUITE 1,,,,BROOKLYN PARK,55428,US,XIAMEN HANDCRAFT COPPERWORKS CO LTD,"8N, BONDED GOODS MARKET BLDG, XIANG","YU ROAD, HULI",,,XIAMEN,,CN
202001027779,CRANE WORLDWIDE LOGISTICS ORD,300 MADSEN DRIVE SUITE 101,60108 BLOOMINGDALE IL USA,TL 001 6304779100 FX 001 6305959597,,,,,CRANE WORLDWIDE LOGISTICS SRL,"VIA PIETRO CHIESA,9","16149 GENOVA, ITALY",,,,,
202001027796,BARBOURSVILLE VINEYARDS AND WINERY,17655 WINERY ROAD,,,,BARBOURSVILLE,22923,US,SAINTGOBAIN VETRI S.P.A.,VIA DEL LAVORO 1,,,,LONIGO,36045,IT
202001027800,EMERSON PROCESS MANAGEMENT VALVE,19200 NORTHWEST FREEWAY,,,,HOUSTON,77065,US,,,,,,,,
202001027801,APRILE USA INC.,"34 ENGELHARD AVE, 2ND FL",07001 AVENEL - USA,PH. +1 848 235 5030,,,,,APRILE SPA,VIA MALTA 7/C,25124 BRESCIA ITALY,,,,,
202001027817,HENNECKE INC.,1000 ENERGY DR.,BRIDGEVILLE PA,UNITED STATES,,,,,HENNECKE - OMS S.P.A.,VIA SABBIONETTA 4,VERANO BRIANZA .,ITALY,,,,
202001027819,BARBOURSVILLE VINEYARDS & WINERY IN,17655 WINERY ROAD,BARBOURSVILLE WV,UNITED STATES,,,,,LEONARDI & C. SPA,VIA HENRY DUNANT 10/12/14 MODENA,SASSUOLO .,ITALY,,,,
202001027823,CARPIGIANI CORPORATION OF AMERICA,3160 INDUSTRIAL DR,,,,WINSTON SALEM,27105-263,US,CARPIGIANI GROUP- ALI GROUP S.R.L.,VIA EMILIA 45,,,,ANZOLA DELL'EMILIA,,IT
202001027823,CARPIGIANI CORPORATION OF AMERICA,3160 INDUSTRIAL DR,,,,WINSTON SALEM,27105-263,US,CARPIGIANI GROUP- ALI GROUP S.R.L.,VIA EMILIA 45,,,,ANZOLA DELL'EMILIA,,IT
202001027823,CARPIGIANI CORPORATION OF AMERICA,3160 INDUSTRIAL DR,,,,WINSTON SALEM,27105-263,US,CARPIGIANI GROUP- ALI GROUP S.R.L.,VIA EMILIA 45,,,,ANZOLA DELL'EMILIA,,IT
202001027823,CARPIGIANI CORPORATION OF AMERICA,3160 INDUSTRIAL DR,,,,WINSTON SALEM,27105-263,US,CARPIGIANI GROUP- ALI GROUP S.R.L.,VIA EMILIA 45,,,,ANZOLA DELL'EMILIA,,IT
202001027823,CARPIGIANI CORPORATION OF AMERICA,3160 INDUSTRIAL DR,,,,WINSTON SALEM,27105-263,US,CARPIGIANI GROUP- ALI GROUP S.R.L.,VIA EMILIA 45,,,,ANZOLA DELL'EMILIA,,IT
202001027823,CARPIGIANI CORPORATION OF AMERICA,3160 INDUSTRIAL DR,,,,WINSTON SALEM,27105-263,US,CARPIGIANI GROUP- ALI GROUP S.R.L.,VIA EMILIA 45,,,,ANZOLA DELL'EMILIA,,IT
202001027823,CARPIGIANI CORPORATION OF AMERICA,3160 INDUSTRIAL DR,,,,WINSTON SALEM,27105-263,US,CARPIGIANI GROUP- ALI GROUP S.R.L.,VIA EMILIA 45,,,,ANZOLA DELL'EMILIA,,IT
202001027823,CARPIGIANI CORPORATION OF AMERICA,3160 INDUSTRIAL DR,,,,WINSTON SALEM,27105-263,US,CARPIGIANI GROUP- ALI GROUP S.R.L.,VIA EMILIA 45,,,,ANZOLA DELL'EMILIA,,IT
202001027824,SOLVAY FLUORIDES LLC,808 CURTIS SAUNDERS CT,CHESAPEAKE 23321 US,,,,,,SOLVAY CHIMICA ITALIA SPA,VIA DEGLI OLIVETI 84,MASSA 54100 IT,,,,,
202001027826,W.E.S.T FORWARDING SERVICES,"17851 JEFFERSON PARK ROAD, SUITE 10",MIDDLEBURG HEIGHTS,TEL: 4408265055,,,,,COLUMBIA TRANSPORT SRL,VIA GIOVANNI XXIII 24,20090 RODANO,TEL:0295328598,,,,
202001027838,"OL USA,LLC","1 PIERCE PLACE 350W ITASCA,IL 6014",3 USA DIRECT LINE: 630.626.7011,FAX LINE : 630.626.7076 EMAIL:,,,,,"CASIA GLOBAL LOGISTICS CO.,LTD.",ROOM 505 ZHONGTIAN BUILDING NO.,"1063 SIPING ROAD,YANGPU,SHANGHAI,",200092 TEL: 0086 21 63368855,,,,
202001027843,DRE MEDICAL EQUIPMENT,2601 STANGLEY GAULT PKWY,,STE 101,,LOUISVILLE,40223,US,BRUSAFERRI & C. SRL,"VIA M. MARETTI SOLDI, 13",,,,CASALBUTTANO,,IT
202001027846,D G DESIGN GROUP INC,P O BOX 118,,,,NAPLES,34106,US,DOMI SRL,VIA NAZIONALE 65,,,,S GIOVANNI AL NATISONE,33048,IT
202001027847,BARBARA COHEN INTERIORS,41 ABBOTTSFORD DRIVE,,,,PINEHURST,28374,US,DOMI SRL,VIA NAZIONALE 65,,,,S GIOVANNI AL NATISONE,33048,IT
202001027848,FURNITURE CITY WAREHOUSE C O PEZZAN,2325 EAST MLK DRIVE,,,,27260 HIGH POINT NC,,US,DOMI SRL,VIA NAZIONALE 65,,,,S GIOVANNI AL NATISONE,33048,IT
202001027853,WABASH VALLEY PRODUCE INC,4878 E. 450 N,DUBOIS 47527 US,,,,,,GIOVO BV,ANTHONIE FOKKERSTRAAT 15A,BARNEVELD 3772 NL,,,,,
202001027855,PRICESMART INC,11441 NW 107TH STREET,"MIAMI, FL 33178","JAVIER MUNOZ, 305-884-7968",JMUNOZ@PRICESMART.COM,,,,PRICESMART USVI,4400 ESTATE CHARLOTTE AMALIE,28-28A ESTATE,"ST. THOMAS, VI 00802",,,,
202001027858,IVAS USA INC,1030 SALEM ROAD,,,,UNION,07083,US,ALIVA CHIMICA E SISTEMI SRL,VIA BELLARIA 40,,,,SAN MAURO PASCOLI,47030,IT
202001027890,ROBERT BOSCH AUTOOTIVE STEERING LL,1124 NEWTON WAY,,,,SUMMERVILLE,29483,US,ROBERT BOSCH DIR AUTOMOTIVA LTDA,"AV CONDE ZEPPELIN, EDEN",,,,SOROCABA,18103905,BR
202001027904,SCOUT MARKETING LLC,PO BOX 1552,,,,LORTON,22119,US,SURGITAL SPA,VIA BASTIA 16/1,,,,LAVEZZOLA,48021,IT
202001027921,CN LINK FREIGHT SERVICES INC,"2071 S. ATLANTIC BLVD., #B",MONTEREY PARK CA 91754 UNITED STATE,,,,,,SINOTRANS GUANGDONG INTERNATIONAL F,"9/F,SINOTRANS BLDG.,BINHE RD., HUAN",SHENZHEN 44 518033 CHINA,,,,,
202001027929,MECC ALTE INC,1229 ADAMS DRIVE,,,,MCHENRY,60051,US,MECC ALTE S.P.A.,"VIA ROMA, 20",,,,CREAZZO,36051,IT
202001027930,ULTRACRAFT BRAND OF NORCRAFT COMPAN,1000 EAST BUTLER AVENUE,,,,LIBERTY,27298,US,FRIUL INTAGLI INDUSTRIES SPA,"VIA ODERZO 68, FRAZ.VILLANOVA",,,,PRATA DI PORDENONE,33080,IT
202001027931,BEVCO PRECISION MANUFACTURING COMPA,21320 DORAL ROAD,,,,WAUKESHA,53186,US,BRADO SPA,VIA CAL DI MEZZO 3,,,,BIGOLINO VALDOBBIAD,31030,IT
202001027936,EAST COAST TILES,8 STONY BROOK STREET 01056 LUDLOW,"MA, UNITED STATES",,,,,,INTERGLOBO NORTH AMERICA INC.,"2, COLONY ROAD 07305 JERSEY CITY","NJ, UNITED STATES",,,,,
202001027940,CALLIGARIS USA INC,.,2401 BREVARD ROAD HIGH POINT NC 272,63 US,,,,,INTERGLOBO NORTH AMERICA INC.,.,2 COLONY ROAD JERSEY CITY NJ 07305,US,,,,
202001027941,ILUMINACION COOPER DE LAS,CALIFORNIAS,S DE RL DE CV CALLE ORBITA #3,PARQUE INDUSTRIAL MEXICALI II,MEXICALI MX,,,,DONGGUAN HENGZHENG OPTOELECTRONICS,CO LTD,107 NANGJIANG ROAD DABANDI,LNDUSTRIAL PARK DANING HUMEN,DONGGUAN CN,,,
202001027947,DYNAMIC MUSIC DISTRIBUTING,"1512 ELLIS ST.WAUKESHA, WI 53186 WA",,,,NEW BERLIN,53151,US,"WUHAN ELECA MUSICAL INSTRUMENT CO.,","NO.7 10 SHI ZI EAST STREET,JING HE","DONG XI HU DISTRICT,WUHAN,CHINA",,,WUHAN,430023,CN
202001027953,HONEYWELL SECURITY,12220A ROJAS DRIVE,,,,EL PASO,79936,US,CASIL ELECTRONIC PRODUCTS LTD,"18/F, CHINA AEROSPACE CNTR, NO 143",HOIBUN ROAD,,,"KWUN TONG, KOWLOON",,HK
202001027964,U S PRIDE FURNITURE CORP,505 S 7TH AVE,,,,INDUSTRY,91746,US,SHENZHEN D AND S KINGDOM FURNITURE,"CO.LTD, BUILDING1-4,SHAHE ROAD,","LONGCHENG,LONGGANG DISTRICT",,,SHENZHEN,,CN
202001027965,FASTCO CANADA,"135, RUE DU CHEMINOT",,,,VAUDREUIL-DORION,,CA,FUJIAN SHENLIKA ALUMINUM INDL DEVEL,HIGH TECHNOLOGY PARK IN LUNCAN,,,,NAN'AN,,CN
202001027965,FASTCO CANADA,"135, RUE DU CHEMINOT",,,,VAUDREUIL-DORION,,CA,FUJIAN SHENLIKA ALUMINUM INDL DEVEL,HIGH TECHNOLOGY PARK IN LUNCAN,,,,NAN'AN,,CN
202001027966,U S PRIDE FURNITURE,2488 PECK RD,,,,INDUSTRY,90601,US,KADIFINNY FURNITURE,"PAISHA,LONGJIANG TOWN,SHUNDE",DISTRICT,,,FOSHAN,,CN
202001027983,MINNESOTA TRAPLINE PRODUCTS,7444 COUNTY ROAD 27 NW,,,,PENNOCK,56279,US,"WEIRAY INDUSTRY CO.,LTD",NO.154 DINGTAI RD.WUFONG TOWNSHIP T,,,,TAIWAN,,TW
202001027990,EASTERN FLOORING INC,"9349 BRYANT AVE SOUTH BLOOMINGTON,",MN 55420,,,,,,TIMBERLAND HOLDING LTD,"RM.,1201-1202.TREASURE CENTER 42",HUNG TO ROAD KWUN TONG KIN.H.K.,,,,,
202001028003,HONEYWELL INTERNATIONAL - ECC US LD,FINISHED GOODS 10640 FREEPORT DRIVE,,,,LOUISVILLE,40258,US,AIRLINE MECHANICAL CO LTD,"UNIT B,13/F.,FEDERAL CENTRE 77 SHEU",NG ON STREET,,,CHAI WAN,,HK
202001028004,HONEYWELL FIRE SYSTEM,12 CLINTONVILLE ROAD,,,,NORTHFORD,08472,US,STACI LTD,"6/F, CHINA AEROSPACE CNTR, NO 143 H",OIBUN ROAD,,,"KWUN TONG, KOWLOON",,HK
202001028005,HONEYWELL WCO C/O DGF,6800 GATEWAY PARK DRIVE,,,,SAN DIEGO,92154,US,MODERN METAL & REFINING LTD,"WORKSHOP 2-3,18/F,MEGA TRADE CNTR",,NO 1-6 MEI WAN STREET,,"TSUEN WAN,HONG KONG",,HK
202001028049,MOUSSA & SONS,13461 ST ALBERT TRAIL NW EDMONTON,AB CANADA T5L 4X1,,,,,,"HAPPY HOME (HK) FUNITURE CO., LIMIT","RM 08 1008, WING TUCK COMMERCIAL","CENTRE, 177 WING LOK STREET HONG",KONG,,,,
202001028050,BAD AZ BIKES INC.,66 10 MILE RD.HAZEL PARK MI. 48030,USA,,,,,,"NANJING JIN BAI HE APPARATUS CO.,","LTD. NO. 12, WUGE RD, JIANGNING,","NANJING, JIANGSU, 211113,CHINA",,,,,
202001028055,GNPRODUCTS LLC,6150 QUINWOOD LN N APT 5303,,,,PLYMOUTH,55442,US,YOUXI XINGHUA BAMBOO AND WOOD PRODU,"PANSHAN,XICHENG TOWN,YOUXI COUNTY,S","ANMING,","FUJIAN,CHINA",,SANMING,,CN
202001028055,GNPRODUCTS LLC,6150 QUINWOOD LN N APT 5303,,,,PLYMOUTH,55442,US,YOUXI XINGHUA BAMBOO AND WOOD PRODU,"PANSHAN,XICHENG TOWN,YOUXI COUNTY,S","ANMING,","FUJIAN,CHINA",,SANMING,,CN
202001028060,REELL PRECISION MANUFACTURING CORP,1259 WILLOW LAKE BLVD,,,,SAINT PAUL,55110,US,XIANGYUAN PRECISION DIE CASTING CO.,UNIT 16 22/F TUEN MUN CENTRAL SQUAR,E,22HOI WING ROAD TUEN MUN HK,,HONG KONG,,HK
202001028076,18TH AND WALNUT LLC (D/B/A DAGNE DO,"515 GREENWICH ST, SUITE 504","NEW YORK, NY 10013-1097 NEW YORK",NEW YORK UNITED STATES 10013,,,,,FIRST SMART ASIA LIMITED,"YUWU CHIACHUNG INDUSTRIAL DISTRICT,","DONGGUAN,GUANGDONG ,CHINA DONGGUAN",GUANGDONG CHINA 523117,,,,
202001028077,CITY FURNITURE LTD,12814 148 STREET EDMONTON BC,CANADA V1G 3W3,,,,,,MAN WAH (MACAO COMMERCIAL,OFFSHORE) LIMITED ALAMEDA DR.,CARLOS DASSUMPCAO NO.4 PRACA WONG,CHIO J 19 MACAU CHINA,,,,
202001028079,AMERICAN INSTITUTIONAL SUPPLY,3329 CASEY ST,,,,RIVER FALLS,54022,US,ICCOLD REFRIGERATION EQUIPMENT LIMI,NO.4 JIANSHE DONG ROAD,SANZHOU INDUSTRIAL PARK,,,GUANGDONG,,CN
202001028089,PERFECT HOME FURNITURE,10489 STN MAIN AIRDRIE AB CANADA,T4A 0H7,,,,,,"HAPPY HOME (HK) FUNITURE CO., LIMIT","RM 08 1008, WING TUCK COMMERCIAL","CENTRE, 177 WING LOK STREET HONG",KONG,,,,
202001028090,BLACK DIAMOND EQUIPMENT,1851 SOUTH 5350 WEST,,,,SALT LAKE CITY,84104,US,SAMTEX ENTERPRISES (CHINA) LTD,"UNIT 03-04, 11/F RIGHTEOUS CENTRE,",,"585 NATHAN ROAD, MONGKOK",,HONG KONG,,HK
202001028091,DS SERVICES OF AMERICA INC.,LOS ANGELES PLANT,1449 NORTH AVENUE 46,LOS ANGELES CA 90041 US,,,,,CRYSTAL MOUNTAIN INTERNATIONAL,LIMITED,ROOM 610 WINFIELD COMMERCIAL,"BUILDING, 6-8A PRAT AVENUE, TST,",HONG KONG HK,,,
202001028095,"HUBBELL LIGHTING, INC.",701 MILLENNIUM BLVD,"GREENVILLE, SC, 29607-5251, UNITED",,,,,,LITESTAR CORPORATION LIMITED.,"ROOM 3001A, 30/F, TOWER 2 METROPLAZ","HING FONG RD KWAI FONG, N.T. HONG K",,,,,
202001028097,MARCO POLO HOME FURNISHINGS,108 3442 118 AVE SE CALGARY AB,CANADA T2Z 3X1,,,,,,PATIO SIMPLY COMPANY LIMITED,"2ND/FLOOR,90 MAIDSTONE ROAD, TO",KWA WAN KOWLOON HONG KONG,,,,,
202001028122,"ERA NOUVEAU HOLDINGS, LLC DBA ENOUV",2908 OREGON CT. UNITS I4 AND I5,,,,TORRANCE,90503,US,"GUANGDONG POWTECH NEW POWER CO.,LT","NO.9,HENGDONG 3ROAD,HENGKENG SHILIN",G INDUSTRY ZONE,,,DONGGUAN,518000,CN
202001028125,LITTLE GENIE PRODUCTIONS LLC,1514 NW 46TH ST,,,,SEATTLE,98107,US,KINLUX INDUSTRIAL CORPORATION,"201 MING CHUAN ROAD, SEC. 2, TAINAN",700 TAIWAN,,,TAIWAN,,TW
202001028125,LITTLE GENIE PRODUCTIONS LLC,1514 NW 46TH ST,,,,SEATTLE,98107,US,KINLUX INDUSTRIAL CORPORATION,"201 MING CHUAN ROAD, SEC. 2, TAINAN",700 TAIWAN,,,TAIWAN,,TW
202001028128,INSULGUARD LLC,165 N. MERAMEC AVENUE,"SUITE 110 ST. LOUIS, MO 63105-3772","ST. LOUIS,63105,US",,,,,"JUNENG INSULATION MATERIALS CO., LT",HENGJIANG CHASHAN DONGGUAN,GUANGDONG P.R.CHINA,"DONGGUAN,CN,523000,CN",,,,
202001028130,TRANSLINK SHIPPING CANADA INC ( VAN,COUVER ),"210# - 10691 SHELLBRIDGE WAY, RICHM","OND, B.C., CANADA V6X 2W8",,,,,TRANSLINK SHIPPING INC.SHENZHEN BRA,NCH,"RM.1909-1910,19/F,EXCELLENCE BUILDI","NG,#98",,,,
202001028136,CONAIR CONSUMER PRODUCTS ULC.,"100 CONAIR PARKWAY,WOODBRIDGE,","ONTARIO,L4H 0L2,CANADA",,,,,,"SUN LUEN ELECTRICAL MFG. CO., LTD.","22/F.,WANG FAI IND. BLDG.,29 LUK","HOP STREET,SAN PO KONG, KLN., HONG",KONG,,,,
202001028143,ALLSEATING CORPORATION,"5800 AVEBURY ROAD,UNIT #3,",MISSISSAUGA ON CANADA L5R 3M3,,,,,,ZHUO MING FURNITURE (HONGKONG) INDU,"CO.,LIMITED FLAT/RM A30, 9/F",SILVER INTERNATIONAL TOWER 707-713,"NATHAN ROAD, MONGKOK KOWLOON HONG K",,,,
202001028144,KERRY LOGISTICS (CANADA) INC.1450,"MEYERSIDE DRIVE, SUITE 301,","MISSISSAUGA, ONTARIO CANADA L5T 2",N5,,,,,"K-APEX LOGISTICS (SHENZHEN) CO.,",LTD.ROOM 1801 IN-LONG BUSINESS C,"ENTER,","COMMERCIAL DAILY EAST ROAD,",,,,
202001028152,C & L CONTAINER LOGISTICS LTD.,"30 EAST BEAVER CREEK ROAD,SUITE 216","RICHMOND HILL,ONTARIO,L4B 1J2.",TEL:905-707-8333,,,,,"CASIA GLOBAL LOGISTICS CO.,LTD.",ROOM 505 ZHONGTIAN BUILDING,"NO.1063 SIPING ROAD,YANGPU,","SHANGHAI,200092 TEL:00862163368855",,,,
202001028153,FUSION CANADA INC.,45 CONNIE CRESENT UNIT C CONCORD,ON CANADA L4K 1L3,,,,,,STAR GLORY INTERNATIONAL CORP.,9F NO.239 SEC 2 MING SHENG ROAD,"PANCHIAO TAIPEI HSIEN, TAIWAN",22041,,,,
202001028160,FORT RECOVERY INDUSTRIES INC,DISTRIBUTION CENTER 1200 INDUSTRIAL,PARK DRIVE FORT RECOVERY OH 45846,USA,,,,,EVERTEK INDUSTRIES INC,"NO.22 LANE 112, LEI CHUNG ST, PEI","TUN DISTRICT, TAICHUNG, TAIWAN",,,,,
202001028167,G3 APPAREL INC,420E 3RD STREET SUITE 901,LOS ANGELES CA 90013,,,,,,DUC PHAT PRODUCTION AND COMMERCIAL,LIMITED COMPANY TAN LONG BLOCK,LONG SON WARD THAI HOA TOWN,NGHE AN PROVINCE VN,,,,
202001028170,COBO INTERNATIONAL CORPORATION,WEST DIVISION ST. 304,WEST BURLINGTON 52655 US,,,,,,C.O.B.O. S.P.A.,"VIA TITO SPERI, 10",LENO 25024 IT,,,,,
202001028175,CREST ELECTRONICS INC,195 S THIRD; DLV BEFORE 14:00,DASSEL MN 55325 US,,,,,,YUIYN HOO INDUSTRIAL LIMITE,"NO.1, CHENG XIANG ROAD.,",TAIN KENG VILLAGE HENG LI TOWN,"DONGGUAN CITY, GUANGDONG CN",,,,
202001028176,DETCO INDUSTRIES INC,2421 ALBION AVENUE,PO BOX 974,FAIRMONT MN 56031 US,,,,,TRI-STATE(FAR EAST)CORPORATION,"16TH FLOOR,TAL BUILDING,49 AUSTIN",ROAD,"KOWLOON, KOWLOON HK",,,,
202001028182,FALCON PLASTICS INC,605 SW 7TH STREET,MADISON SD 57042 US,,,,,,TOSHIBA TEC (H.K.) LOGISTICS & PROC,"UNIT NO. 03, 11/F, ENERGY PLAZA",NO. 92 GRANVILLE ROAD,"TSIMSHATSUI EAST, KOWLOON HK",,,,
202001028189,SUNTECH CIRCUITS INC,PMB 472,"2040 S.ALMA SCHOOL ROAD, SUITE 1,",CHANDLER AZ 85286 US,,,,,"SUNTECH CIRCUITS, LTD","SUITE E, 31/F, BILLION PLAZA 2,",10 CHEUNG YUE STREET,"CHEUNG SHA WAN, KOWLOON HK",,,,
202001028190,VISION PLASTICS,26000 SW PARKWAY CENTER DR.,WILSONVILLE OR 97070 US,,,,,,WIN SUN METAL PRODUCTS CO LTD,"UNIT 3901,39/F.,TOWER 2,METROPLAZA",223 HING FONG ROAD,"KWAI CHUNG, NEW TERRITORIES HK",,,,
202001028192,"PECO, INC",11241 SE HWY 212,CLACKAMAS OR 97015-9160 US,,,,,,SHENZHEN WATT ELECTRONICS CO.LTD,6/F FLAT A5 XINGHUA BLDG,NANHAI ROAD SHEKOU,"SHENZHEN, GUANGDONG CN",,,,
202001028193,WARN AUTOMOTIVE LLC,13270 SE PHEASANT COURT,MILWAUKIE OR 97222 US,,,,,,STACI LTD,"UNIT A, 11F, WING TAI CENTRE","12 HING YIP STREET,","KWUN TONG,KOWLOON HK",,,,
202001028203,"RIX HAUS, INC.",12311 ANN LANE,BOZEMAN MT 59718-7807 US,,,,,,FRAMIS ITALIA HK LIMITED,"FLAT K, 7/F, KWAI SHUN INDUSTRIAL","CENTRE, 51-63 CONTAINER PORT ROAD,","KWAI CHUNG, NEW TERRITORIES HK",,,,
202001028204,ERIC SCOTT LEATHER,980 ROZIER ST,ST GENEVIEVE MO 63670 US,,,,,,"HON KEE (LEATHERWARE) INT'L CO, LTD",RM N 15/F UNIVERSAL INDUSTRIAL,CTR 19-25 SHAN MEI ST,"FOTAN, NEW TERRITORIES HK",,,,
202001028230,EASY EXPRESS INC,19401 S. VERMONT AVE STE D100,TORRANCE CA 90502 UNITED STATES,,,,,,MASTER GLOBAL LOGISTICS SHENZHEN LI,"ROOM 1202,12/F,HEBEI BAOFENG BUILDI",SHENZHEN 44 518000 CHINA,,,,,
202001028231,W.Y. INTERNATIONAL INC,2000 S. GARFIELD AVE.,COMMERCE CA 90040 UNITED STATES,,,,,,"GUANGDONG PRB BIO-TECH CO.,LTD",SHAKOU INDUSTRIAL ZONE NO.5 TIAN LI,ZHONGSHAN 44 510000 CHINA,,,,,
202001028233,PANASONIC ECOLOGY SYSTEMS AMERICA A,"2001 SANYO AVE, SAN DIEGO",SAN DIEGO CA 92154 UNITED STATES,,,,,,PANASONIC HONG KONG CO LTD,"TOP FLOOR,CHINACHEM GOLDEN PLAZA, 7",HONG KONG HONG KONG,,,,,
202001028247,NEX MATRIX CORP.,C O JAM-N LOGISTICS. 2140 E UNIVERS,RANCHO DOMINGUEZ. CA 90220. U S A,,,WILMINGTON,19801,US,JAGRATI TRADE SERVICES PVT LTD.,"3A, SHAKESPEARE SARANI. 8TH FLOOR.",,,,KOLKATA,700 071,IN
202001028248,"UBRANDS, LLC",27121 CALLE ARROYO SUITE 2220,,,,SAN JUAN CAPISTRANO,92675,US,FUJIAN FURNITUER INDUSTRY AND,"TRADING CO.,LTD","31,5.1 NORTH ROAD FUZHOU CHINA",,,FUZHOU,350001,CN
202001028249,LITELINE CORPORATION,"90 WEST BEAVER CREEK RD, RICHMOND",HILL ON CANADA L4B 1E7,,,,,,"SONLITE & STELLARLITE LIGHTING CO.,","NO.2 TAISHAN ROAD,SANSHAN PORT,","GUANGDONG PROVINCE,P.R.CHINA","528251 NANHAI,FOSHAN CHINA",,,,
202001028255,AFL IMPORTS,"3317-32, AVE.NW. EDMONTON AB",CANADA T6T 1X7,,,,,,"CHENG XIN TRADING CO., LIMITED","ROOM 08, 20/F, WITTY COMMERCIAL","BUILDING, 1A-1L TUNG CHOI STREET,",MONGKOK HONG KONG,,,,
202001028256,GH BRANDS LLC,3711 LONG BEACH BLVD STE 814,,,,LONG BEACH,90807,US,CROSS THE PACIFIC LIMITED,79-85 BONHAM STRAND,,,,HONG KONG,,HK
202001028257,"SAW STOP,LLC","11555 S.W. MYSLONY STREET,","TUALATIN,US,97062,US",,,,,,"CHIU TING MACHINERY CO., LTD.",NO.135 CHUNG-NAN ROAD,TAIPING DISTRICT TAICHUNG 411,"TAICHUNG,,TW",,,,
202001028264,"UBE INDUSTRIES,(AMERICA)INC.","38777 SIX MILE ROAD,SUITE 400",,,,LIVONIA,48152,US,"UBE INDUSTRIES, LTD.","SEAVANS NORTH BLDG, 1-2-1,","SHIBAURA MINATO-KU,",,,TOKYO,,JP
202001028265,HERSTYLER LLC.,20255 CORISCO ST.,,,,CHATSWORTH,91311,US,HONGKONG UPBEAUTY COSMETICS CO LTD,RM 1501 GRAND MILLENNIUM PLAZA 181,QUEEN APOS S RD CENTRAL,,,HONG KONG,,HK
202001028270,AMLITE INDUSTRIES INC.,"2770 PLYMOUTH DRIVE OAKVILLE,",ONTARIO L6H 6Y4 CANADA,,,,,,"FOSHAN FU LI LAI LIGHTING CO.,LTD",4#JING BEN INDUSTRIAL PARK SOUTH,ROAD SAN SHUI DISTRICT FOSHAN CITY,,,,,
202001028282,DRESSED IN WHITE,"1510 W 400 S UNIT# 1 OREM, UT 84058",", U.S.A.",OREM UT 84058 US,,,,,BRIGHTEX MERCHANDISING LTD,"UNIT C1, 1 F., PHASE 1, KAISER EST,","41 MAN YUE ST, HUNG HOM, KOWLOON,",HONG KONG,HONG KONG HK,,,
202001028284,COVENANT COMMUNICATIONS INC,"1226 SOUTH 630 EAST, SUITE #4 AMERI","CAN FORK, UTAH, 84003, USA",AMERICAN FORK UT 84003 US,,,,,REGENT PUBLISHING SERVICES LTD.,"UNITS B & C, 7 F., GENESIS, NO.33-3",5 WONG CHUK HANG ROAD WONG CHUK HAN,"G, HON KONG",HONG KONG HK,,,
